text,label,sentiment,score_0,sentiment_1,score_1,sentiment_2,score_2,sentiment_3,score_3,sentiment_4,score_4
"Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016
",1,0,0.9952035,0,0.99397814,1,0.9984124,0,0.5109024,1,0.571698
"Ur TONEXS subscription has been renewed and you have been charged £4.50. You can choose 10 more polys this month. www.clubzed.co.uk *BILLING MSG*
",1,0,0.99516183,0,0.89009106,1,0.9970927,2,0.48622143,1,0.6298635
"Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546
",1,0,0.99483657,0,0.9954763,1,0.99987984,0,0.46745571,1,0.5998492
"CALL 09090900040 & LISTEN TO EXTREME DIRTY LIVE CHAT GOING ON IN THE OFFICE RIGHT NOW TOTAL PRIVACY NO ONE KNOWS YOUR [sic] LISTENING 60P MIN 24/7MP 0870753331018+
",1,0,0.99474204,0,0.9993625,1,0.99987173,0,0.5405546,1,0.52438825
"This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only
",1,0,0.9946918,0,0.89106596,1,0.9998276,0,0.82563025,2,0.6468418
"The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270
",1,0,0.9944185,0,0.99569726,1,0.9998776,0,0.49944207,1,0.7654739
"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!
",1,0,0.9943857,0,0.79313564,2,0.9985079,0,0.62449974,2,0.77853537
"As one of our registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying with ENTER. To unsubscribe text STOP
",1,0,0.99428624,0,0.9812044,1,0.99988914,0,0.5348273,1,0.77168876
"You can stop further club tones by replying ""STOP MIX"" See my-tone.com/enjoy. html for terms. Club tones cost GBP4.50/week. MFL, PO Box 1146 MK45 2WT (2/3)
",1,0,0.99368346,0,0.980966,1,0.99988484,0,0.6843168,1,0.622419
"+449071512431 URGENT! This is the 2nd attempt to contact U!U have WON £1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max£7. 50
",1,0,0.9934504,0,0.9846918,1,0.99986863,0,0.5384173,1,0.7880759
"Bought one ringtone and now getting texts costing 3 pound offering more tones etc
",1,0,0.99342346,0,0.99830025,1,0.9992292,0,0.4779255,1,0.5333859
"IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!
",1,0,0.99318933,0,0.99351126,1,0.9998766,2,0.5028415,1,0.6698174
"Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698
",1,0,0.9926563,0,0.9889236,1,0.9998091,2,0.46136594,1,0.5157571
"GSOH? Good with SPAM the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL. mjzgroup. 08714342399.2stop reply STOP. msg@£1.50rcvd
",1,0,0.9925095,0,0.9940546,1,0.99786633,0,0.6343596,2,0.56150377
"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000878. PoBox45W2TG150P
",1,0,0.99242824,0,0.91065806,1,0.99987495,0,0.49776337,1,0.8648725
"PRIVATE! Your 2003 Account Statement for 078
",1,0,0.992409,0,0.8861541,1,0.9998895,0,0.618556,1,0.81095755
"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= ***** unsubscribe with STOP. no extra charge. help:08700469649. PO BOX420. IP4 5WE
",1,0,0.9923971,0,0.9948084,1,0.9998801,0,0.44387308,1,0.69154465
"URGENT! Your Mobile No 07808726822 was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU
",1,0,0.9919276,0,0.9390391,2,0.9519551,0,0.68543285,2,0.81721807
"You have 1 new voicemail. Please call 08719181503
",1,0,0.9918933,0,0.9731267,1,0.9998752,0,0.50124604,1,0.851788
"This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only
",1,0,0.9918727,0,0.8700818,1,0.9998343,0,0.82368326,2,0.6317111
"Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs 
",1,0,0.9917846,0,0.98878515,1,0.99984753,0,0.59821737,2,0.52177656
"You have 1 new message. Please call 08712400200.
",1,0,0.99175525,0,0.97118485,1,0.9998791,0,0.50323373,1,0.8420942
"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P
",1,0,0.9916204,0,0.92352474,1,0.9998746,0,0.49827862,1,0.8640493
"Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs
",1,0,0.9915803,0,0.98915136,1,0.99984837,0,0.59821737,2,0.50707495
"You have 1 new message. Please call 08715205273
",1,0,0.9912465,0,0.96937156,1,0.99987483,0,0.5360362,1,0.838641
"Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.
",1,0,0.99073035,0,0.7188365,1,0.99989283,0,0.50965726,1,0.6731004
"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?
",1,0,0.9906765,0,0.96206295,1,0.999762,2,0.7272699,0,0.7765924
"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994
",1,0,0.9905275,0,0.9894427,1,0.9998791,0,0.9022047,1,0.5702876
"SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV
",1,0,0.9904917,0,0.9764019,1,0.99980646,2,0.41349444,1,0.66370106
"FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP
",1,0,0.9903752,0,0.99773586,1,0.9998708,0,0.48306233,1,0.6971426
"How come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?
",1,0,0.99034446,0,0.99624264,1,0.9997887,2,0.5000057,0,0.75023276
"URGENT!: Your Mobile No. was awarded a £2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU
",1,0,0.99034345,0,0.8053976,2,0.8796283,0,0.63212603,2,0.8365916
"You are being contacted by our Dating Service by someone you know! To find out who it is, call from your mobile or landline 09064017305 PoBox75LDNS7 
",1,0,0.9898788,0,0.93316597,1,0.9998784,0,0.46040103,1,0.85880846
"You have 1 new message. Call 0207-083-6089
",1,0,0.98967415,0,0.92082673,1,0.99988186,0,0.61820996,1,0.8401853
"07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow
",1,0,0.9894855,0,0.983433,1,0.99984527,0,0.47503796,1,0.8118225
"SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE
",1,0,0.98945355,0,0.95128006,1,0.9998878,0,0.39302042,1,0.7362659
"<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches
",1,0,0.9891305,0,0.9897849,1,0.9998754,0,0.4523274,1,0.69912165
"Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.
",0,1,0.99893385,1,0.9983216,1,0.5059341,0,0.97078156,2,0.99168444
"You have come into my life and brought the sun ..Shiny down on me, warming my heart. Putting a constant smile on my face ... Making me feel loved and cared for
",0,1,0.99892956,1,0.99985373,1,0.5142437,0,0.80501354,2,0.97432196
"Have a lovely night and when you wake up to see this message, i hope you smile knowing all is as should be. Have a great morning
",0,1,0.99892837,1,0.9731898,1,0.6677164,0,0.9323781,2,0.9877509
"I'm so in love with you. I'm excited each day i spend with you. You make me so happy.
",0,1,0.998922,1,0.9997962,2,0.99409735,0,0.98455447,2,0.9928832
"Thanks. Fills me with complete calm and reassurance! 
",0,1,0.9989146,1,0.9996228,2,0.89461184,0,0.9585885,2,0.9522348
"Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.
",0,1,0.9989145,1,0.9990588,1,0.99132264,0,0.8490286,2,0.9882129
"Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear
",0,1,0.9989128,1,0.99829763,2,0.9853976,0,0.9390785,2,0.9927019
"Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear
",0,1,0.9989128,1,0.99829763,2,0.9853976,0,0.9390785,2,0.9927019
"Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear
",0,1,0.9989128,1,0.99829763,2,0.9853976,0,0.9390785,2,0.9927019
"Merry Christmas to you too babe, i love ya *kisses*
",0,1,0.9989103,1,0.9986665,1,0.99866617,0,0.93534625,2,0.9858746
"Allo! We have braved the buses and taken on the trains and triumphed. I mean we‘re in b‘ham. Have a jolly good rest of week
",0,1,0.99890935,1,0.99654996,2,0.9975777,0,0.84839404,2,0.9606745
"Feel Yourself That You Are Always Happy.. Slowly It Becomes Your Habit &amp; Finally It Becomes Part Of Your Life.. Follow It.. Happy Morning &amp; Have A Happy Day:)
",0,1,0.9989091,1,0.99750936,1,0.993343,0,0.97255015,2,0.9681948
"Christmas is An occasion that is Celebrated as a Reflection of UR... Values..., Desires..., Affections...&amp; Traditions.... Have an ideal Christmas...
",0,1,0.99890876,1,0.9727182,1,0.9953187,0,0.93464303,2,0.9294043
"Faith makes things possible,Hope makes things work,Love makes things beautiful,May you have all three this Christmas!Merry Christmas!
",0,1,0.99890816,1,0.99940526,1,0.99057406,0,0.9755726,2,0.9804812
"I'm very happy for you babe ! Woo hoo party on dude!
",0,1,0.9989047,1,0.9991322,2,0.9896213,0,0.97716993,2,0.99341005
"Just glad to be talking to you.
",0,1,0.9989039,1,0.9910479,1,0.99861157,0,0.46068087,2,0.9812841
"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)
",0,1,0.99890375,1,0.99722254,2,0.9980496,0,0.9203872,2,0.990577
"I will treasure every moment we spend together...
",0,1,0.9989034,1,0.99971646,1,0.99966383,0,0.6254451,2,0.96937484
"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance..
",0,1,0.99890196,1,0.9825339,2,0.7251892,0,0.8821383,2,0.9821748
"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance..
",0,1,0.99890196,1,0.9825339,2,0.7251892,0,0.8821383,2,0.9821748
"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance..
",0,1,0.99890196,1,0.9825339,2,0.7251892,0,0.8821383,2,0.9821748
"Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: ""GOODMORNING &amp; HAVE A NICE DAY"" :)
",0,1,0.99890125,1,0.9952258,1,0.99972075,0,0.928103,2,0.9763323
"Mmmmmm ... I love you,so much, Ahmad ... I can't wait for this year to begin as every second takes me closer to being at your side. Happy New Year, my love!!
",0,1,0.9989004,1,0.9996383,1,0.9219985,0,0.9512561,2,0.99314296
"Wishing you a beautiful day. Each moment revealing even more things to keep you smiling. Do enjoy it.
",0,1,0.9988977,1,0.9995425,2,0.8424679,0,0.95792556,2,0.9913617
"How. Its a little difficult but its a simple way to enter this place
",0,1,0.99889565,1,0.9964479,1,0.99987113,0,0.47994736,1,0.6011583
"Hanging out with my brother and his family
",0,1,0.9988952,1,0.97402716,1,0.99983716,0,0.40728965,1,0.80287415
"Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*
",0,1,0.9988933,1,0.99628687,2,0.9828607,0,0.9418623,2,0.9917659
"You made my day. Do have a great day too.
",0,1,0.9988927,1,0.99959,1,0.93162876,0,0.78962165,2,0.98935986
"I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon
",0,1,0.99889165,1,0.9996593,2,0.90397805,0,0.9316779,2,0.9891293
"I've been searching for the right words to thank you for this breather. I promise i wont take your help for granted and will fulfil my promise. You have been wonderful and a blessing at all times.
",0,1,0.9988901,1,0.9985569,2,0.62154967,0,0.7990227,2,0.97145015
"Had the money issue weigh me down but thanks to you, I can breathe easier now. I.ll make sure you dont regret it. Thanks.
",0,1,0.9988895,1,0.9996635,2,0.99725145,0,0.7690953,2,0.86765856
"Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go
",0,1,0.99888855,1,0.9978727,2,0.8869247,0,0.9427542,2,0.98893005
"Happy new year to u too!
",0,1,0.9988852,1,0.9933739,1,0.98903286,0,0.97436917,2,0.9864559
"As usual..iam fine, happy &amp; doing well..:)
",0,1,0.9988845,1,0.9935057,2,0.9870188,0,0.93630755,2,0.9668754
"As usual..iam fine, happy &amp; doing well..:)
",0,1,0.9988845,1,0.9935057,2,0.9870188,0,0.93630755,2,0.9668754
"As usual..iam fine, happy &amp; doing well..:)
",0,1,0.9988845,1,0.9935057,2,0.9870188,0,0.93630755,2,0.9668754
"Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!
",0,1,0.998884,1,0.9977514,1,0.996747,0,0.9432643,2,0.9928718
"Me too! Have a lovely night xxx
",0,1,0.998884,1,0.99738115,1,0.9951113,0,0.9670843,2,0.9817316
"How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day
",0,1,0.99888355,1,0.73106074,1,0.99362046,0,0.54332525,2,0.94758606
"How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day
",0,1,0.99888355,1,0.73106074,1,0.99362046,0,0.54332525,2,0.94758606
"Mum, hope you are having a great day. Hoping this text meets you well and full of life. Have a great day. Abiola
",0,1,0.99888164,1,0.9833104,2,0.9158422,0,0.952098,2,0.9848087
"Merry christmas to u too annie!
",0,1,0.9988803,1,0.99268883,1,0.999406,0,0.47847962,2,0.9688243
"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola
",0,1,0.9988802,1,0.9976878,2,0.95835775,0,0.95273846,2,0.99208826
"Good morning princess! Have a great day!
",0,1,0.99887913,1,0.9911129,1,0.79985964,0,0.98829496,2,0.9910834
"What's up bruv, hope you had a great break. Do have a rewarding semester.
",0,1,0.9988778,1,0.77446985,2,0.7995952,0,0.6803319,2,0.97605395
"Thankyou so much for the call. I appreciate your care.
",0,1,0.9988778,1,0.851713,1,0.99436235,0,0.973578,2,0.9888925
"That's good. Lets thank God. Please complete the drug. Have lots of water. And have a beautiful day.
",0,1,0.99887735,1,0.98660696,1,0.83352464,0,0.9839408,2,0.979624
"Miles and smiles r made frm same letters but do u know d difference..? smile on ur face keeps me happy even though I am miles away from u.. :-)keep smiling.. Good nyt
",0,1,0.9988772,1,0.9991918,2,0.97093034,0,0.70366067,2,0.96907926
"Back in brum! Thanks for putting us up and keeping us all and happy. See you soon 
",0,1,0.9988765,1,0.9986829,1,0.99574476,0,0.9617697,2,0.98104274
"Yay can't wait to party together!
",0,1,0.9988765,1,0.99815136,1,0.96238834,2,0.3911285,2,0.9879661
"Many more happy returns of the day. I wish you happy birthday.
",0,1,0.9988759,1,0.9969348,2,0.8132214,0,0.94154537,2,0.99143785
"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost.
",0,1,0.9988753,1,0.99901855,1,0.99977535,0,0.35035312,2,0.79219365
"Have a good trip. Watch out for . Remember when you get back we must decide about easter.
",0,1,0.99887294,1,0.9776368,1,0.99766964,0,0.9500942,2,0.89035594
"Company is very good.environment is terrific and food is really nice:)
",0,1,0.99886936,1,0.9990569,2,0.99639976,0,0.9738065,2,0.9887552
"Company is very good.environment is terrific and food is really nice:)
",0,1,0.99886936,1,0.9990569,2,0.99639976,0,0.9738065,2,0.9887552
"Hi :)finally i completed the course:)
",0,1,0.9988686,1,0.998922,1,0.999813,0,0.5431934,2,0.9621328
"I love working from home :)
",0,1,0.9988681,1,0.9990159,1,0.99962795,0,0.9478298,2,0.98620254
"Happy new year. Hope you are having a good semester
",0,1,0.9988669,1,0.9525284,2,0.5721059,0,0.96932775,2,0.98979914
"Rose needs water, season needs change, poet needs imagination..My phone needs ur sms and i need ur lovely frndship forever....
",0,1,0.9988668,1,0.90846777,1,0.9998462,0,0.8711747,2,0.7841972
"That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week
",0,1,0.99886656,1,0.9894505,1,0.8841497,0,0.96805745,2,0.98783046
"We stopped to get ice cream and will go back after
",0,1,0.99886656,1,0.98373175,1,0.9998466,0,0.36139578,1,0.5192647
"Great. I was getting worried about you. Just know that a wonderful and caring person like you will have only the best in life. Know that u r wonderful and God's love is yours.
",0,1,0.99886584,1,0.99976724,1,0.9899997,2,0.63788575,2,0.96348464
"Wish u many many returns of the day.. Happy birthday vikky..
",0,1,0.9988655,1,0.99101907,1,0.85631156,0,0.8547036,2,0.98981535
"Yes i will be there. Glad you made it.
",0,1,0.9988651,1,0.9968263,1,0.998898,0,0.7533087,2,0.95006377
"Was actually about to send you a reminder today. Have a wonderful weekend
",0,1,0.9988651,1,0.8140303,1,0.98939055,0,0.48170653,2,0.97221565
"Good afternoon sexy buns! How goes the job search ? I wake and you are my first thought as always, my love. I wish your fine and happy and know I adore you!
",0,1,0.998865,1,0.9977456,1,0.997844,0,0.9646949,2,0.9907494
"A pure hearted person can have a wonderful smile that makes even his/her enemies to feel guilty for being an enemy.. So catch the world with your smile..:) GOODMORNING &amp; HAVE A SMILEY SUNDAY..:)
",0,1,0.9988649,1,0.9979169,1,0.99889034,2,0.48953414,2,0.95913804
"Thanks for ve lovely wisheds. You rock
",0,1,0.99886453,1,0.99813855,1,0.9987502,0,0.9838859,2,0.9862601
"Thanx 4 2day! U r a goodmate I THINK UR RITE SARY! ASUSUAL!1 U CHEERED ME UP! LOVE U FRANYxxxxx
",0,1,0.99886346,1,0.99759716,1,0.93717456,0,0.8624743,2,0.9862183
"Sending you greetings of joy and happiness. Do have a gr8 evening
",0,1,0.99886286,1,0.97523344,1,0.9992193,0,0.7893112,2,0.9786704
"Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beautiful day.
",0,1,0.99886274,1,0.9599921,1,0.565296,0,0.84746915,2,0.98303425
"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...
",0,1,0.9988624,1,0.9988856,1,0.9993278,2,0.44939795,2,0.9430954
"&lt;#&gt;  is fast approaching. So, Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, &amp; HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas  &lt;#&gt;  Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING U ALL THESE...your's Raj
",0,1,0.9988617,1,0.99447775,1,0.94547355,0,0.9518866,2,0.9760359
"""Hi its Kate it was lovely to see you tonight and ill phone you tomorrow. I got to sing and a guy gave me his card! xxx""
",0,1,0.99886143,1,0.9955177,1,0.99730515,0,0.9370395,2,0.97925353
"Busy here. Trying to finish for new year. I am looking forward to finally meeting you...
",0,1,0.9988613,1,0.9576715,1,0.9981464,0,0.5255136,2,0.9495364
"Good morning princess! Happy New Year!
",0,1,0.99886096,1,0.9893801,1,0.99753165,0,0.9892408,2,0.9879417
"It‘s reassuring, in this crazy world.
",0,1,0.99886084,1,0.98938435,2,0.9887849,2,0.7006042,2,0.7715635
"thanks for the temales it was wonderful. Thank. Have a great week.
",0,1,0.9988606,1,0.9983051,2,0.9193288,0,0.9778976,2,0.9924832
"I met you as a stranger and choose you as my friend. As long as the world stands, our friendship never ends. Lets be Friends forever!!! Gud nitz...
",0,1,0.99886,1,0.9997167,1,0.9997291,0,0.8238033,2,0.9363796
"I love you both too :-)
",0,1,0.9988599,1,0.9983752,1,0.99948347,0,0.9362459,2,0.9872364
"Moji i love you more than words. Have a rich day
",0,1,0.99885833,1,0.999038,1,0.8239379,0,0.93540037,2,0.9906256
"Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!
",0,1,0.9988569,1,0.9869086,1,0.7391618,0,0.7998196,2,0.91263235
"We made it! Eta at taunton is 12:30 as planned, hope that‘s still okday?! Good to see you! :-xx
",0,1,0.9988562,1,0.98997086,1,0.99557436,0,0.8531137,2,0.9824851
"Am watching house – very entertaining – am getting the whole hugh laurie thing – even with the stick – indeed especially with the stick.
",0,1,0.9988558,1,0.99783915,1,0.99712414,0,0.7922501,2,0.9304888
"Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :)
",0,1,0.9988551,1,0.997624,1,0.9996215,0,0.4592706,2,0.90976435
"Good Morning my Dear........... Have a great &amp; successful day.
",0,1,0.9988549,1,0.9743362,2,0.9976839,0,0.9674512,2,0.98612887
"Good Morning my Dear........... Have a great &amp; successful day.
",0,1,0.9988549,1,0.9743362,2,0.9976839,0,0.9674512,2,0.98612887
"The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...
",0,1,0.9988545,1,0.99714917,1,0.7199791,0,0.8936528,2,0.97558355
"The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...
",0,1,0.9988545,1,0.99714917,1,0.7199791,0,0.8936528,2,0.97558355
"No problem. We will be spending a lot of quality time together...
",0,1,0.99885404,1,0.99964523,1,0.9640683,0,0.6386688,2,0.9507477
"Thanks for loving me so. You rock
",0,1,0.99885297,1,0.9996536,1,0.9934163,0,0.9677141,2,0.98839426
"Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola
",0,1,0.9988527,1,0.9940593,2,0.8622357,0,0.89889294,2,0.9822459
"You intrepid duo you! Have a great time and see you both soon. 
",0,1,0.9988519,1,0.99918455,1,0.90730196,0,0.9238716,2,0.9876988
"You are gorgeous! keep those pix cumming :) thank you!
",0,1,0.9988519,1,0.9993368,1,0.99578756,0,0.5176455,2,0.99051625
"Good afternoon on this glorious anniversary day, my sweet J !! I hope this finds you happy and content, my Prey. I think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... You Cougar-Pen
",0,1,0.9988508,1,0.9951443,2,0.9204369,0,0.95381635,2,0.9879261
"Bognor it is! Should be splendid at this time of year.
",0,1,0.9988502,1,0.9970981,1,0.9964083,0,0.52943027,2,0.9854397
"Well done and ! luv ya all 
",0,1,0.99884975,1,0.99830246,1,0.91201866,0,0.8259799,2,0.97162026
"Wishing you a wonderful week.
",0,1,0.9988495,1,0.980684,2,0.65206534,0,0.94867873,2,0.9843897
"Have a good evening! Ttyl
",0,1,0.9988483,1,0.9491509,1,0.9984308,0,0.9671638,2,0.9847718
"Have a good evening! Ttyl
",0,1,0.9988483,1,0.9491509,1,0.9984308,0,0.9671638,2,0.9847718
"LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms
",1,1,0.9988857,1,0.9998498,2,0.5893922,0,0.7150952,2,0.992152
"Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..
",1,1,0.99885035,1,0.9994253,1,0.9954703,0,0.8603529,2,0.9807602
"Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324
",1,1,0.99884355,1,0.9266431,1,0.9998547,0,0.86522496,1,0.49289107
"Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402.
",1,1,0.99882644,1,0.9990596,2,0.5090901,0,0.7802165,2,0.9441283
"Burger King - Wanna play footy at a top stadium? Get 2 Burger King before 1st Sept and go Large or Super with Coca-Cola and walk out a winner
",1,1,0.99881727,1,0.9947195,1,0.9997403,0,0.5730527,2,0.50923276
"87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077
",1,1,0.99881005,1,0.9970251,1,0.99985623,0,0.6323272,1,0.4990922
"You will be receiving this week's Triple Echo ringtone shortly. Enjoy it!
",1,1,0.998792,1,0.9899704,1,0.99983966,0,0.88352734,2,0.97556907
"Hi there, 2nights ur lucky night! Uve been invited 2 XCHAT, the Uks wildest chat! Txt CHAT to 86688 now! 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs
",1,1,0.9987735,1,0.9964669,1,0.91343826,0,0.9018166,2,0.9550824
"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out! 
",1,1,0.99876606,1,0.999796,1,0.999159,0,0.92790526,2,0.9699838
"Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth £33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk
",1,1,0.9987638,1,0.99938405,1,0.9998234,0,0.621434,2,0.72805107
"Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth £33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk
",1,1,0.9987638,1,0.99938405,1,0.9998234,0,0.621434,2,0.72805107
"Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.
",1,1,0.9987576,1,0.99838734,1,0.9998683,0,0.6390074,2,0.8677487
"Block Breaker now comes in deluxe format with new features and great graphics from T-Mobile. Buy for just £5 by replying GET BBDELUXE and take the challenge
",1,1,0.9987556,1,0.9984193,1,0.9994999,0,0.8732132,2,0.93668646
"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!
",1,1,0.99875367,1,0.9997849,1,0.9989876,0,0.92790526,2,0.96956193
"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!
",1,1,0.99875367,1,0.9997849,1,0.9989876,0,0.92790526,2,0.96956193
"Twinks, bears, scallies, skins and jocks are calling now. Don't miss the weekend's fun. Call 08712466669 at 10p/min. 2 stop texts call 08712460324(nat rate)
",1,1,0.9987458,1,0.9994374,1,0.99987066,0,0.42838922,2,0.79719794
"SplashMobile: Choose from 1000s of gr8 tones each wk! This is a subscrition service with weekly tones costing 300p. U have one credit - kick back and ENJOY
",1,1,0.9987445,1,0.9985355,1,0.99988484,0,0.5407617,2,0.69858736
"Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you
",1,1,0.99874014,1,0.9902664,1,0.9987853,0,0.9412761,2,0.984359
"Talk sexy!! Make new friends or fall in love in the worlds most discreet text dating service. Just text VIP to 83110 and see who you could meet.
",1,1,0.99874,1,0.99976355,1,0.9995833,0,0.917108,2,0.91355664
"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl.
",1,1,0.99873525,1,0.99713093,1,0.99946016,0,0.93941295,2,0.93101054
"Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.
",1,1,0.9987338,1,0.9995913,1,0.99987805,0,0.7693805,2,0.6806857
