productId,Title,userId,Helpfulness,sentiment,Time,text,label,Cat2,Cat3
B00005YVRM,Fisher-Price Stride to Ride Walker,A1UKKBRGN7XL0S,0/1,0,1067472000,"Fisher-Price Stride to Ride Walker. We bought this walker for our son when he was 10 months old. It's terrible and I am surprised that Fisher-Price would market such a dangerous toy! It's too heavy in the front and tips easily. If you use it on a hard floor, it moves way too fast for a beginner walker. My son tried to walk with it and fell flat on his face! The wheel popped off a couple of times. And the space between the two legs is too narrow and my son kept getting his feet caught in the legs!The only saving grace to this terrible toy is the fact that my son likes to press the nose to hear the music!VERY DISAPPOINTING!Kathy - mom to 2 yr old",1,baby toddler toys,push pull toys
B00005RJ94,CRYPTIQUE Spirit Board Ouija Occult,unknown,4/60,0,1068768000,"CRYPTIQUE Spirit Board Ouija Occult. Anyone who would market this is working on behalf of Satan. I see people write how cool, this is awsome........So nieve..You want something cool, pray to God, He is the only power.That is the only real true Spirit you can speak to. The spirits that come through on the Ouija are not of Heaven, they are from the Devil's legion. For the ones that say nothing has happened, throw it in the trash and thank God that the power of God is watching over you.",1,games,board games
B0000631WJ,Barney Move 'N Groove Dance Mat,unknown,2/2,0,1069372800,"Barney Move 'N Groove Dance Mat. We may have purchased a defective one then because Barney will either deflate while trying to spin or he will come out the base (I even tried to double-tape the bottom of his feet to the base, but that didn't work either). My 2 year old loved this toy, but since Barney doesn't stay put (or deflated), it made her upset, so we ended up throwing it out. I didn't realize that not everyone had this problem (from the other reviews I have read). Maybe, we just purchased a ""bad"" one or something.",1,electronics for kids,dance mats
B00006FMK3,Slushee Maker,A3EILG4UP99XZL,10/10,0,1069545600,"Slushee Maker. The best thing my daughter got from her purchase of the Slushee maker was an education on how easy it is to kiss 20 bucks goodbye! It might work if you crank it for about 30 minutes but we gave up after 15 and she drank a runny, goopy, sugary drink. We experimented with different drinks, more and less salt, and everything else we could think of. Still does not work. I'd rather pay the buck at Kmart's little cafeteria. If you want to make cold treats at home, I'd recommend the Mr. Snowman. It's not the same - more of a snow cone, but it's easier, MUCH faster and cheaper(around $8).",1,dress up pretend play,pretend play
B000085JCG,Radica Girl Tech Password Journal,AA3TP4BD8R9DA,12/13,0,1069977600,Radica Girl Tech Password Journal. We bought Password Journal 2 last year. I can't believe they came out with another one. The voice password is very sensetive that it wont recgonize the voice if there is noise in the background even if you think there is no noise. We have to keep taking out the batteries to get it to open. Not worth the money. To much of a headache to get it to work and then it doesn't.,1,learning education,reading writing
B0000669EI,Amazon.com,A1T7TYKBFDYY5S,7/9,0,1070323200,"Amazon.com. My son turned this toy upside down once, and it never worked again.",1,dress up pretend play,pretend play
B0000663NT,Bratz Funky Fashion Makeover,unknown,0/5,0,1070323200,Bratz Funky Fashion Makeover. if i were to recomend this toy it would be if my life depended on it.,1,dolls accessories,dolls
B000062VU0,Uncle Milton Planet Frog,A3JTBJY9810GW1,6/6,0,1070409600,Uncle Milton Planet Frog. I bought this toy for my son. He was so excited about being able to watch tadpoles turn into frogs. Unfortunately that never happened. Two of the tadpoles arrived after 12 weeks and dead in September (so weather was not an issue). The 2 that arrived alive lived a few months and never turned into frogs. I wouldn't recommend this for kids as they are tremendously disappointed with the toy.,1,learning education,habitats
B00005BTWU,Infantino - Giggle Ball,ASOTZG795YCQG,0/0,0,1070496000,Infantino - Giggle Ball. I bought this toy for my son when he was about 6 months old. He is now 2 years old and has never played with it. To hear the giggle you have to shake it a certain way and my son doesn't have the patience for that as i am sure most toddlers do not. It seems durable enough but then again i wouldn't really know since it is never played with. I do not recommend anyone to buy this toy.,1,baby toddler toys,balls
B00004TFGH,Two Glass Plates 4 U 2 Paint,unknown,30/30,0,1070582400,"Two Glass Plates 4 U 2 Paint. My 2 daughters spent a long time painting the plates and did some beautiful designs, only for them to start coming off as soon as the paint dried. The painted plates are useless, if even a drop of water hits the paint it comes off --Since the product is using glass plates which only older children can handle I think they would be responsible to handle proper glass paint as well. WHat a waste of our money and our daughters' time. The initial ""fun"" factor was higher but quickly dropped to zero (but I had to select at least one star!) after the girls realized the artwork wouldn't last",1,arts crafts,craft kits
B00000IRYM,Alex Paint in the Tub,unknown,12/12,0,1071446400,"Alex Paint in the Tub. but the quality is lacking on this product.Spending a little time browsing for interesting tub toys to entice my then15 mo into the tub, I found this set. Unfortunately, this toy wasn't a winner. The ""paint"" is more like slightly-tinted shampoo (same consistency and level of opaqueness) which makes ""painting"" very unsatisfying. My son spent a few minutes playing with the fish sponge-- that's been the extent of it. A better alternative has been the foam alphabet letters (several months playing and still going strong) and plastic containers for pouring water-- who knew?",1,baby toddler toys,bath toys
B00005J8EZ,Amazing Art Duffle,unknown,41/42,0,1071532800,"Amazing Art Duffle. I am very disappointed with this product. The amazing art duffle bag came in almost empty. Promised bags of modeling clay, stamping markers, stickers and the activity booklet was nowhere to be found. Then I started reading the other reviews about this product and sadly realized that I was not the only one... I can't believe Crayola continues to ship the product half empty. It is about time that someone takes an action...",1,arts crafts,craft kits
B00008X35E,Hasbro Playskool Lullaby Gloworm,unknown,0/0,0,1071705600,"Hasbro Playskool Lullaby Gloworm. I agree this toy is really too loud. It should soothe my baby back to sleep not startle and scare her. There is no volume control and despite trying to cover up the speakers with cotton and tape, it is still too loud. Mine is being returned.",1,baby toddler toys,music sound
B000096PRB,Barbie Sweet Sounds Pet Shop,A1HL06JG56K4OR,4/20,0,1072051200,"Barbie Sweet Sounds Pet Shop. Unfortunately my niece has one of the Barbie Sweet Sounds Pet Shops, and I would advise against purchasing one for your child. As someone who has worked for an animal shelter, I know first hand how bad real pet shops can be. A majority of the animals are raised in horrible conditions such as puppies born in puppy mills. Pet shops also cater to impulse buyers who have not fully thought through the long-term responsibility of having a pet. Those pets are often surrendered to animal shelters. I think this toy sends the wrong message to kids. Mattel should make a ""Barbie adopts from a shelter"" toy instead.",1,dolls accessories,playsets
B00009W38H,FurReal Friends Go Go My Walkin' Pup,unknown,2/4,0,1072396800,"FurReal Friends Go Go My Walkin' Pup. Well, here is another fine example of a toy that works better on TV than in the home. My daughter lost interest in this in about 5 minutes. The dog barks and spins in circles rather than come toward you when called. We've had to scream at it just to get it to move. Save your money!",1,stuffed animals plush,animals figures
B000096QN4,"Care Bears Magical Care-a-lot Castle with Cheer Bear, Wish Bear, Funshine Bear & Grumpy Bear",ALS1T1TCBCDIV,0/1,0,1073260800,"Care Bears Magical Care-a-lot Castle with Cheer Bear, Wish Bear, Funshine Bear & Grumpy Bear. My 2 year old received this from her grandparents for Christmas. Luckily she is too young to be disappointed. The toy doesn't stay together at all! The Care Bears don't fit into the slide or stay on the pegs meant to hold them. The only positive thing about this toy is that it is cute to look at and my daughter uses the Care Bear figurines to play with her Fisher-Price Little People.",1,action toy figures,playsets
B0000E3BSY,Transformers Energon Optimus Prime Electronic Action Figure,unknown,2/8,0,1073347200,"Transformers Energon Optimus Prime Electronic Action Figure. Wow, what a total dissapointment. If this were a Power Rangers Megazord I would have to give him 5 stars. But as a Transformer, he isn't. Yes, he's got good articulation, but thats it. His normal mode is very ugly, his cab mode does a poorjob of hiding his head and arms. His mini-vechiles don't transform at all, they only make up his arms and legs in super form (Megazord) and they can be swapped around, otherwise they are useless. Energon and Armada Optimus Primes are the worst Primes to ever come out. Like i said before if he were a Power Rangers Megazord i'd say nice homage to Optimus Prime and give it 5 stars, but sadly he's the real thing, and doesn't come close to being a ""transformer"" and only gets 1 star...yuck.",1,action toy figures,figures
B00008PW0P,"Transformers Armada BTR Built to Rule Optimus Prime with Sparkplug Mini-Con, 101 Piece Set, 7056",unknown,1/2,0,1073779200,"Transformers Armada BTR Built to Rule Optimus Prime with Sparkplug Mini-Con, 101 Piece Set, 7056. This toy is very disappointing. I'd like to see a 5 year old put this together and play with it. Its impossible. Nothing stays together. I will never buy another lego transformer for my son, he and both were so frustrated and now that we have it ""together"" he is even more frustrated because he can't play with it. The minute he touches it it falls apart. What a bummer.",1,action toy figures,playsets
B00008I7ZO,Breyer,ASWX0ZUCR57HG,15/16,0,1075161600,Breyer. Purchased for a 6 years old who loves horses. She was excited but quickly became disappointed because of poor quality. Doors and windows fall off at the lightest touch. We couln't even get the fence to stay up... the only part that's usable is the horse. Check out Playmobil. It's a much better product and well worth the price.,1,action toy figures,playsets
B000095S6D,Barbie B-Creative Education Center,A2P0133HVMIOO,4/4,0,1075334400,"Barbie B-Creative Education Center. Santa brought this item for my 5 year old for Christmas. We had a hard time getting it to work even after following the assembly directions closely. After it finally worked, it only worked for about 10 minutes then it stopped. It did not work again after that, so we returned the item. Don't buy it. It's a waste of money.",1,dolls accessories,dolls
B00000ISOQ,Tyco R/C TMH FlexPak Rechargeable Battery with Charger,A2WSG77WIPDK3C,6/9,0,1075420800,"Tyco R/C TMH FlexPak Rechargeable Battery with Charger. I would like to be able to rate this toy but I this brings ""batteries not included"" a new meaning. Grandma bought this for my 6 year old son for X-mas. I seen batteries not included so I thought plural, but I was wrong. I don't know what Tyco was thinking about when they placed that on the box. I spent almost a full week hunting these ""batteries"" with no success, until one place. But to my shock they were out with no idea when they would get any more.So, now my son does nothing but pushing his rewinder around the house. I wish I could rewind time so grandma would not buy this.",1,hobbies,radio control
B00008X353,My Little Pony Celebration Castle with Baby Pony Pink Sunsparkle and Romperooni,A2Y4APZ6P99C8W,0/0,0,1075680000,"My Little Pony Celebration Castle with Baby Pony Pink Sunsparkle and Romperooni. One of my 3-year-old daughters asked Santa for this castle. Her sister asked for the Loving Family Dollhouse. The difference in the quality of these two products is astounding, though the LF Dollhouse does cost more. Santa would have gladly paid more for this castle, assuming that it would STAY TOGETHER! I don't know who gets more annoyed with this toy- my daughter or myself! It falls apart if you breathe on it. The little accessory pieces are very cute and my kids love how the toy box, stove, etc. open with the touch of a pony's foot, but otherwise, this castle is very flimsy and poorly made. DO NOT BUY THIS!",1,action toy figures,playsets
B000068BQR,Colorforms,A2KI4TMBSL933K,3/4,0,1075939200,"Colorforms. I was disapointed with this toy - the play mat is a folded up piece of plastic and never lays flat enough to play on. I actually tried to iron the creases out and that still did not work very well. Once you get the creases out, then there is no way to store the play mat because if you fold it, then you have to deal with the creases and bumps again.",1,games,board games
B000096RIC,"Batman Batmobile Vehicle for 6"" Action Figures (2003 Mattel)",A23D3P8SQTDSS,1/1,0,1076198400,"Batman Batmobile Vehicle for 6"" Action Figures (2003 Mattel). My 5 year old son got this for Christmas, and I ended up taking it back to the store. It is dangerous! The pointy pieces stick straight up--it could hurt a child who fell on it! Also, the pieces don't stay together, which was frustrating. My son didn't even play with it.",1,action toy figures,accessories
B00008YSH5,Return Of The King Talking Deluxe Gollum,A3NX58V80X4G3H,4/7,0,1076371200,"Return Of The King Talking Deluxe Gollum. I was truly disappointed. The cheaper version for 8.99 is more fun because it is at least very poseable. This one can stay in the box, it's not much good for anything else. The plush doll has a better likeness than these two heads and I was disappointed that the doll itself doesn't talk, but the base is what actually talks. He doesn't balance on the base but tips over because he is bottom heavy and can't straighten his legs.Truly a disappointment, but too late to get my money back because I opened the box. My best recourse would be to try to resell it on Ebay.",1,action toy figures,figures
B000050FEO,HoMedics Bubble Spa Massaging Bubble Mat,A1BDBT62J4NKUK,6/7,0,1009670400,"HoMedics Bubble Spa Massaging Bubble Mat. I wish I could rate this as no stars. It was a disappointment more so because it was such a great idea, and I was hoping for a carefree relaxing bath. First off, The huge vacuum with the hose out the back end was LOUD. o.k., I thought, so it's loud but I stuck the multitude of small little suction cups on the bottom of the tub and got in. With the tub filled, the mat had to be held down by brute force and a number of times, the hose popped off the mat. It was somewhat massaging but the air bubbles cooled the water to an uncomfortable temperature and the heat setting did not do a whit of difference. the handy suction cup holder to keep the remote out of the water. (who ever would think a tub spa's remote would not handle a dunk in the water?) Well I read the instructions carefully and the remote immediately needed to be dried off and the batteries taken out and dried and the whole thing needs time to dry. The next time I tried it (yes I was determined) I got the whole tub floor wet and pushed down on all 24 or so of those little suction cups and tried it again. Still the same story. As I try to push down on the part of the mat coming up by my feet, the part by my head comes up. I end up having to lie there totally flat while the mat bubbles come up around me cooling my nice hot bath water. the hose pops off yet again and I go to use the remote (which is this time not in the precarious holder) and sick and tired of all the faults already I try to turn it off and the remote doesn't even work. This is not relaxing.",2,bath body,bath
B00000JGVX,Conair SS6NCS Straight Styles Steam Straightener,A29LEQ3L7XN2BF,1/1,0,1014508800,"Conair SS6NCS Straight Styles Steam Straightener. This product just didn't work. First i had to blow dry my hair and then use the iron, and it still left my hair frizzy and big. Want something better? I recommend Revlon's hair straightener. It worked great!",2,hair care,styling tools
B00005CDRZ,Revlon RVS1051 Heated Eyelash Curler,A2ZOHM8VOWAYN3,7/7,0,1035331200,"Revlon RVS1051 Heated Eyelash Curler. I used to blow dry my metal eyelash curler and bought this one to save me some time. It didn't turn out that way. The heating mechanism takes FOREVER to heat up. You're better off using a non-heated one.After about 3 weeks of daily use, the heating mechanism stopped working but I continued to use it anyway (as a manual no-heat curler) and after a week, the plastic on the top of the curler split in two.",2,skin care,eyes
B000050B75,Wahl Homepro Haircutting Kit 22 Piece,A181DUB4J165HK,31/32,0,1052784000,"Wahl Homepro Haircutting Kit 22 Piece. For about the past 12 years, my wife has been cutting my hair. Normally, I keep my hair short in a crew cut, which makes cutting it a snap.We had an older Wahl clipper which did the job quickly and painlessly. But, it's getting on in years, so when this turned up in my gold box, I jumped on it.What a horrible mistake.These clippers simply don't clip. What they do is pull on the hair. They rip the hair out. They hurt! I wind up flinching with each pass as my wife cuts my hair. In the past, haircuts simply weren't a big deal. Now, we both dread them.My wife has to move so slowly with these clippers (so that the hair gets clipped and not yanked out) that what normally takes about 5 minutes now takes 20+.If you're looking for a good set of hair clippers, pass on these.",2,hair care,styling tools
B00005CDRY,Revlon RV059 Perfect Heat Professional Full-Size Straightener,A3T6PGMHIZEKR8,3/3,0,1053734400,"Revlon RV059 Perfect Heat Professional Full-Size Straightener. As so many others have said already, this straightener is TRASH! I had been on the lookout for a straightener that gets hot enough to straighten my very thick, wavy hair. I've tried them all.And then I found the Revlon RV059C. It heats up extremely quickly and is super hot. Sure, it caught a few hairs between the plates and ripped them out, but once I learned how to use it, this didn't happen as often. It straightened my hair fast (only took about 10 minutes) and got it silky smooth. I loved it!Then it broke. The red light wouldn't work, and the plates wouldn't heat up. I kept it going for a while by banging it on the counter to jar the red light, but soon it died for good.Of course, I thought, it was just this particular one. So I went out and bought a new one which worked beautifully - for about 3 months. Then presto, one plate stopped working. Simply wouldn't heat up.OK, I thought. This is not the same problem as the last one. Maybe it's a fluke. Maybe I have just had bad luck. Maybe I shouldn't buy another one from the same company. But it's the only straightener I've found that really works! So what do I do? ::STUPID, STUPID:",2,hair care,styling tools
B00005CDRZ,Revlon RVS1051 Heated Eyelash Curler,unknown,1/1,0,1058313600,"Revlon RVS1051 Heated Eyelash Curler. The mascara is nice as an extra. It's black and there is no choice it just comes as a package. The curler can't generate enough force for the heat to be an added curling effect. I don't understand the whole product. If it is to be like a curling iron for eyelashes it leaves a lot to be desired as a concept. It can't by virtue of where it's used get too hot. The old fashioned kind does a much better job because of the tension it can exert. The heat(warm)here does nothing. I tried heated first then conventional, but it's no better. Basically this product is a failure.",2,skin care,eyes
B00005MA7O,Conair 3-in-1 Multi-Plate Styler,unknown,5/6,0,1069027200,"Conair 3-in-1 Multi-Plate Styler. I have wavy hair and, It took around 10 minuets to heat and two hours to straighten with the conair straightener.Then it would end up wavy again by less than mid-day. With the velvet material on the straighener it did not pull our strands of hair at all but with the velvet like material on it it makes it harder and take longer to straighten. I've had it for a short while and the velvet is already fadding. There are way better products out there. I do not recomend this to anybody.",2,hair care,styling tools
B00005JS58,Panasonic EH2501S Deluxe Rechargeable Pore Cleanser,unknown,2/10,0,1069372800,Panasonic EH2501S Deluxe Rechargeable Pore Cleanser. The product did not have enough suctionto pull anything from my or my wife's pores.,2,skin care,face
B00005O0MZ,Conair 1875 Watt Turbo Styler with Ionic Conditioning,unknown,4/9,0,1074643200,Conair 1875 Watt Turbo Styler with Ionic Conditioning. I just bought this dryer today after my other Conair stopped working. It takes SOOOOOOO LONG for me to dry my hair now...i can barely even feel it! It messes up my hair more than my other one did. As for helping my hair......yeah right. Same ole frizzies as always. I'm going to try and take it back.,2,hair care,styling tools
B00009KGGI,HoMedics Man-170 StyleSpaDeluxe Manicure System,unknown,33/36,0,1078185600,HoMedics Man-170 StyleSpaDeluxe Manicure System. I was very eager to use this product. I had all sorts of various files and clippers to keep up with and I thought this would be a great replacement. I was a little disappointed when I had to let the hand set charge for over 18 hours before I could get full power. My disappointment increased when the cheap plastic attachments started breaking after just a few uses. We can not use the nail filing disks because they will cause a friction pain if you use them at the wrong angle. I had big hopes for this product but all I got was a big disappoinment!,2,tools accessories,nail tools
B00005A43U,Conair 169R 1875-Watt Cord Keeper Folding Hair Dryer,unknown,5/6,0,1082937600,"Conair 169R 1875-Watt Cord Keeper Folding Hair Dryer. I bought this blowdryer a few months ago and all of a sudden it just doesn't turn on anymore... this is after the cord retraction feature already broke earlier. I never dropped it or handled it roughly, so it is quite a mystery. Please save some money and the environment from more trash, and pass on this one.",2,hair care,styling tools
B0001B74RA,"Neutrogena After-Sun Treatment, Natural Soy, 5.1 Fluid Ounce (150 ml)",A2X397HGJB7LMX,2/9,0,1091750400,"Neutrogena After-Sun Treatment, Natural Soy, 5.1 Fluid Ounce (150 ml). Price OK. Delivery speed excellent. Condition fine.This monitor did not sync for me most of the time.Sceptre support says use email but all their addresses bounce.Phone answerer says &quot;what is the meaning of 'sync'?&quot;Yes I saw it sync several times in windoze and in linux, even at 1280x1024, and usually on a text screen. Beautiful when it did, but to receive a non-working unit is just not cool.",2,skin care,sun
B000052XYE,"L'Oreal Studio Line Springing Curls, Curl Enhancing , 6 oz (170 g)",A19VUWVJXAFN9T,7/7,0,1091923200,"L'Oreal Studio Line Springing Curls, Curl Enhancing , 6 oz (170 g). This mousse used to be great until the formula of it was changed. Since then, however, the sparkle has gone right out of this mousse. It doesn't pump up curls, it doesn't hold and it certainly doesn't give the amount of control that we curly-haired girls (and guys!) require. My best suggestion is to stear clear of this one!!! (And wish on a shooting star that the formula is changed back.)",2,hair care,styling products
B00025FK58,"Conair CS20 Glass Hair Straightener with Thermal Glass Mirror Plate, 0.75 Inch",A3NCV2VQ420JBS,8/8,0,1094515200,"Conair CS20 Glass Hair Straightener with Thermal Glass Mirror Plate, 0.75 Inch. I bought this one because the one i been using which was bought at a beauty supply store and VERY EXPENSIVE was broken! someone dropped it on the floor. So i needed one fast since it was already 9:00 at night! well i had several to choose from and decided to get this one. Thinking that since it was a new product and the plates were made from glass it would work miracles. I was so disappointed when i used it! it wasn't that hot and when it put my hair through it it made this snapping noise like it was cutting my hair. when i was done the strip that i straightened was frizzy and it made it look like i had more split ends, UGLY!!! I put it back in the box and just blowed dried my hair with a round brush. Even that worked better.I gave it one star because at least it heated up in less then 60 seconds! :)",2,hair care,styling tools
B00005JHWB,Rejuvenique RJV10KIT Facial Toning Mask Kit,A49SXHVVMNO6N,34/45,0,1095206400,Rejuvenique RJV10KIT Facial Toning Mask Kit. I've ordered this product based on the info they have on site. Amazon.com had not provided a detailed info about this product. But when you buy it then you discover that if you had any kind of dental treatment you cannot use this product. This product is not worth trying it is really painful to use and the electric ting is very intence also it bruises the face. do not try itI also say that don't rely on the info Amazon.com provides about the product as it is inaccurate and incomplete and you can endup losing your money as I did lose mine.,2,tools accessories,facial steamers
B00009KGGI,HoMedics Man-170 StyleSpaDeluxe Manicure System,A2O5KZHETHN00V,19/20,0,1101427200,HoMedics Man-170 StyleSpaDeluxe Manicure System. It started working fine after waiting forever to charge it for the first time. Won't charge anymore and won't work! Didn't get much use out of it either! Not worth the price!,2,tools accessories,nail tools
B00005JS58,Panasonic EH2501S Deluxe Rechargeable Pore Cleanser,A2FLYURZB2OHK0,4/12,0,1102291200,Panasonic EH2501S Deluxe Rechargeable Pore Cleanser. This product is waste of money for me. It didnot clean my pores as promised. It was not even able to remove my white heads.,2,skin care,face
B00005B6ZR,Remington Body Waves Ionic Hair Setter,A2EH2TDMM8YVB5,18/20,0,1102896000,"Remington Body Waves Ionic Hair Setter. These roller sets have very short posts so that slightly bumping them knocks them over. The hinged lid isn't removable so it crowds the vanity. And the lid doesn't snap closed, therefore if you close the lid, slightly bump the set, all of the rollers spill out. The rollers have melted at the edges,leaving grey plastic on the heaters (I've been lucky about my hair and have stopped using them). The oval case makes it impossible to wrap the cord for storage. The clamps don't work on even slightly long or thick hair. I've used electric rollers since 1969 and this is the only horrible design I've had.",2,hair care,styling tools
B000E7STLQ,DKNY Be Delicious,AZAVLYT66LQ7O,4/14,0,1106611200,DKNY Be Delicious. This perfume smells nothing like an apple and is waaaay too over-powering! It's cheap smelling.,2,fragrance,women s
B000UICQZO,colognes,A2D1T6Z5EYJ7WY,4/18,0,1109894400,"colognes. OMIGOD I loved Hugo so much I've been anticipating this in the mail and bought the shower gel from a different source as well.This is just terrible. I'm taking a shower. Look for my posting of this CHEAP...I've already taken a loss.I have reviewed many colognes, take a look at them. I like most of them!",2,fragrance,unknown
B00000JGVX,Conair SS6NCS Straight Styles Steam Straightener,A3CGGPIYAMJ1B4,2/3,0,1115424000,"Conair SS6NCS Straight Styles Steam Straightener. DO NOT BUY THIS IRON.i used to have long slightly wavy hair, but after a shorter cut plus bangs, i decided i needed to buy a straightener so i bought this one at a local pharmacy for $20.it did not do anything for me. it couldn't even straighten my bangs. all it did was damage my hair. in fact, my hair looked frizzier after i used it.i went to my hairdresser and she suggested i buy the chi ceramic straightening iron, which i bought and have been using for 2 years.if you're going to invest in a straightening iron, get a ceramic one because they actually work and they don't fry your hair.this product should be taken off the market. conair products tend to be bad in gerneral.",2,hair care,styling tools
B000PWBTUI,ACQUA DI GIO by Giorgio Armani (WOMEN),AVDLB5QIFHJDM,4/34,0,1116547200,"ACQUA DI GIO by Giorgio Armani (WOMEN). A fine example of how fickle or intimate (I prefer the word intimate) scent is to each of us. This is one fragrance that I have not gotten to like. Received as a gift more than a year ago, the bottle still has three-quarters. It does have a `rich' scent but I find it to be too confusing and indescribable a scent, not educing a one word description like `sporty', `sexy', `alluring'. I don't wear it very often but I don't recall a single occasion of `what fragrance are you wearing?' with this one. It's just not my cup of tea so definitely, if you're not familiar with this scent beforehand; do not buy before trying it out at a department store for a day. Why Buy? As a gift for the guy competing for the female that is currently in your crosshairs. As a gift for your boss - you will know he's coming from a mile away. You need a gift for a guy who couldn't pour water out of a boot even if there were instructions on the heel",2,fragrance,women s
B000086JZY,Andrea EyeQ's Undereye Circle Complex - .5 fl oz,A3SIQIYDY5FCE8,1/1,0,1123200000,"Andrea EyeQ's Undereye Circle Complex - .5 fl oz. I had high hopes for this product, both because of the rave 4/28/04 review and because the texture and feel of the cream were great. Unfortunately, each time I tried it, it worsened my undereye circles so much that I had to stop. Fortunately 'Vita-K solution for dark circles under eyes' works much better, visibly lightening, lifting and improving that area, both immediately and over time.",2,skin care,eyes
B0000537SV,Kiss My Face Peaceful Patchouli Moisturizer with Hemp Seed Oil - 16 fl oz,A3DPHBZ4WFIE0D,0/0,0,1123718400,"Kiss My Face Peaceful Patchouli Moisturizer with Hemp Seed Oil - 16 fl oz. Charlie Brown's buddy PigPen would love this moisturizer's scent because IT SMELLS LIKE DIRT! I love the patchouli bath/shower gel because it does have a nice smell-LIKE PATCHOULI! This stuff, however, has the added bonus of hemp seed oil which probably gives it that ashtray full of marijuana roaches aroma. Well, I'm stuck with it and will continue to use it until I've become (hopefully) de-sensitized to it. In future, I'll just use Cetaphyl unscented lotion or cream after the patchouli shower gel.",2,skin care,body
B000141XQA,GiGi Brazilian Wax Microwave Formula Hair Removal System Hair Removal Wax,A2G35B0XBEVQTC,7/11,0,1123718400,"GiGi Brazilian Wax Microwave Formula Hair Removal System Hair Removal Wax. I usually get waxes done at a shop but I attempted at the suggestion of a friend to try this product. It is packaged very nicely all the products are clearly labeled, the smell is nice BUT this hurt like the dickens!! There is a handle on the kit I bought for when it comes out of the microwave which I founf very helpful, unfortunately timing hot/too hot time frame can depend on if this will work for you. I had to microwave it twice and just deal with the heat. It does create a little bit of a mess unless you have great aim and a great deal of patience. If you are a professional this is a great product to use,but as a novice I'll stick to the shop.",2,fragrance,women s
B000CRGS2A,"Bremenn Research Labs Hylexin, .78-Ounce Tube",A2PFZDWF35B0GV,4/4,0,1126569600,"Bremenn Research Labs Hylexin, .78-Ounce Tube. I have used the product for over 3 weeks, twice a day, just as the instruction suggests. I have noticed no difference at all, my dark circle is still the first thing I see whenev I look into the mirror. It's not worth the money.",2,skin care,eyes
B00092M2ZK,"Ceramic Tools CT2563 1-1/2"" Professional Vented Ceramic Dual Voltage Flat Iron for Wet or Dry Hair",A1GW4CXP84R2RQ,13/15,0,1127692800,"Ceramic Tools CT2563 1-1/2"" Professional Vented Ceramic Dual Voltage Flat Iron for Wet or Dry Hair. This product does not heat up very well. Does not straighten wet hair. Not worth the price. Got a better deal at Wal-mart.",2,hair care,styling tools
B000NTJE28,Fusion Beauty LipFusion Lip Pencil,A1LLO7KR1WSFPT,12/12,0,1127692800,"Fusion Beauty LipFusion Lip Pencil. This is basically a wide pencil lip liner in a nice, neutral color. However, the ""plumping"" is 100% non-existent... not briefly, not even with very wishful thinking. It's a ripoff and the price for no more than a plain lipliner is exorbitant.",2,makeup,lips
B0001XDU2Q,Glycolic Facial Cleanser,A2ZFH39H7CCFRY,1/9,0,1128384000,"Glycolic Facial Cleanser. I'm a big fan of both the algae facial cleanser and moisturizer so I was anxious to try this out. I'm surprised this product ever launched. First off, the product doesn't lather up like traditional cleansers and soaps. Second, the product is so runny that it doesn't really stay on your face - imagine trying to wash your face with this stuff dripping off before you evn get a chance to rinse.",2,bath body,scrubs body treatments
B00022WA90,"Revlon Perfect Heat Professional Straightener with Ceramic, Black",AFLAW240E2EAZ,7/9,0,1128470400,"Revlon Perfect Heat Professional Straightener with Ceramic, Black. I have this exact product, and although I bought it somewhere else, I just have to share my experience with people who are interested in buying it.It does NOT take 60 seconds to heat up, but once it does (after 5-10 minutes), it works pretty well. It reaches on those places where bigger irons don't, however the reason that has made me decide to return it is that there's a tiny gap between the plates and the plastic part on the inner end of the plates, so my hair kept getting caught in there! Very painful, and very damaging to hair.",2,hair care,styling tools
B00000JGVX,Conair SS6NCS Straight Styles Steam Straightener,A3OUVL8UBWGZ0Q,2/2,0,1133049600,Conair SS6NCS Straight Styles Steam Straightener. I have long thick wavy hair and this just makes it worse! No matter if it rainy out or not your hair is going to be fizzy. It took forever to heat up and you had to replace the water seemed like every 10 mins. Go for something more money and not a steam straightener!!,2,hair care,styling tools
B000248HLI,INTENSIVE CONCENTRATE FOR EXISTING STRETCH MARKS By STRIVECTIN,AH5Q9W3RUD6VE,24/30,0,1137542400,"INTENSIVE CONCENTRATE FOR EXISTING STRETCH MARKS By STRIVECTIN. I used this product for one month. I thought if I kept using it that maybe it would eventually work. It made my skin old looking. I stopped using Strivectin. Now I am using a cheap creme and my face is back to normal.LauraSeattle, Washington",2,skin care,face
