text,label,sentiment_2,score_2,sentiment_3,score_3,sentiment,score_0,sentiment_4,score_4,sentiment_1,score_1,topic_label,score_topic
"Pacers Season Tossed Into Doubt (AP) AP - After receiving some of the harshest penalties in NBA history for one of the worst brawls in U.S. sports history, the Indiana Pacers' deep and talented roster has been reduced from a title contender to rubble.",1,0,0.9982901,2,0.79218876,0,0.9987645,0,0.7697413,0,0.998789,[1],0.9986185
"Flawed Offense Dragging Down Bills (AP) AP - When he's not getting sacked, Drew Bledsoe's throwing interceptions, or his receivers are dropping passes. The Buffalo Bills' running attack is no better. Neither Willis McGahee nor Travis Henry have scored a touchdown this season.",1,0,0.99713314,2,0.6275379,0,0.9994666,0,0.8434578,0,0.99981767,[1],0.99861836
"Saints' McAllister Hurt in Chargers Game (AP) AP - Saints running back Deuce McAllister lasted just a handful of plays before spraining his right ankle against San Francisco, one of several prominent players who got hurt Sunday.",1,0,0.8025919,2,0.68128127,0,0.9992613,0,0.6504848,0,0.96537805,[1],0.9986181
"Broncos #39; Griffin reportedly out for season Denver Broncos running back Quentin Griffin will miss the rest of the season after an MRI showed he suffered a torn anterior cruciate ligament in Monday night #39;s loss to the Cincinnati Bengals, according to a published report.",1,0,0.92061776,2,0.7117159,0,0.9985421,0,0.7429552,0,0.91194856,[1],0.9986179
"Holmes might miss Chiefs #39; next game Kansas City, MO (Sports Network) - Kansas City running back Priest Holmes strained ligaments in his right knee in Sunday #39;s 34-31 loss at Tampa Bay.",1,0,0.9664338,2,0.56184447,0,0.998338,0,0.7799675,0,0.8863634,[1],0.99861753
"McNair Injures Sternum Against Jaguars (AP) AP - Steve McNair, the NFL's 2003 co-MVP, bruised his sternum Sunday and was admitted to the hospital for the night.",1,0,0.98091596,2,0.6877033,0,0.9977817,0,0.63997537,0,0.9349005,[1],0.9986174
"Panthers' Davis, Morgan Sit Out (AP) AP - Carolina running back Stephen Davis missed his sixth game of the season Sunday because of a knee injury. Linebacker Dan Morgan, who sustained a concussion last week, also was out for the Panthers' game against Oakland.",1,0,0.64387876,2,0.48297343,0,0.99936694,0,0.7258269,0,0.9481207,[1],0.9986173
LA starter Perez lost it in a hurry Los Angeles Dodgers starter Odalis Perez learned just how quickly things can unravel against the potent St. Louis Cardinals. After allowing Albert Pujols #39;s first-inning ,1,0,0.9795415,2,0.496114,0,0.9987004,0,0.56674147,0,0.99425745,[1],0.9986156
"Soriano Injured, Could Miss Rest of Season  OAKLAND, Calif. (Sports Network) - Texas Rangers second  baseman Alfonso Soriano left Thursday's 5-4 loss to Oakland  after he injured his left leg, and he might miss the rest of  the season.",1,0,0.9100653,2,0.67854106,0,0.9984097,0,0.83553064,0,0.9367915,[1],0.9986149
"Yanks' Olerud Sidelined by Foot Injury (AP) AP - John Olerud hobbled out of the clubhouse on crutches, his left foot heavily wrapped. The New York Yankees' first baseman sat out Sunday night with a bruised instep, and might be sidelined for a while.",1,0,0.93234086,2,0.6842943,0,0.9986822,0,0.51511425,0,0.9595655,[1],0.99861443
Bills Backup QB Carted Off With Hurt Knee (AP) AP - Buffalo lost backup quarterback Travis Brown late in the third quarter with what appeared to be a left knee injury.,1,0,0.98920476,2,0.6188895,0,0.99854195,0,0.7027567,0,0.90482086,[1],0.99861336
"Gardocki Feels Steelers-Browns Rivalry (AP) AP - Chris Gardocki found himself flat on his back, the wind knocked out of him and Steelers linebacker Joey Porter hovering above him. His temper rising every second he was on the turf, the Browns' punter got up and flashed an angry gesture toward coach Bill Cowher and the Steelers' bench.",1,0,0.63600683,2,0.6591865,0,0.99315286,0,0.5777502,0,0.9801035,[1],0.998613
"COACHES: Bengals, Marvin Lewis (2nd season, 9-12); Broncos, Mike &lt;b&gt;...&lt;/b&gt;  THE LAST TIME: Broncos 30, Bengals 10; Sunday, Sept. 7, 2003, at Paul Brown Stadium. The first game in the Marvin Lewis era went about as bad as it could for the new coach and his team as the Broncos jumped ",1,0,0.99611866,2,0.8001623,0,0.9949138,0,0.778201,0,0.9985208,[1],0.99861276
Browns #39; Garmon injures knee Browns offensive guard Kelvin Garmon is probably done for the season after tearing knee ligaments during Cleveland #39;s loss in Baltimore.,1,0,0.8662497,2,0.6420055,0,0.9987846,0,0.8512831,0,0.9302941,[1],0.9986123
"McNair, Brown Questionable Vs. Bengals (AP) AP - Injuries again kept Tennessee Titans quarterback Steve McNair and running back Chris Brown out of practice Friday, casting doubt on their availability Sunday against the Cincinnati Bengals.",1,0,0.9950623,2,0.5703195,0,0.9993979,0,0.6319562,0,0.93225247,[1],0.9986118
"Kennedy suffers knee injury It didn #39;t look good when it happened on the field, and it looked worse in the clubhouse. Angels second baseman Adam Kennedy left the Angels #39; 5-2 win over the Seattle Mariners ",1,0,0.9960129,2,0.87140507,0,0.9992011,0,0.86323786,0,0.99480695,[1],0.9986106
Alstott out four weeks with sprained knee The Tampa Bay fullback felt his right knee pop when he was tackled for a 4-yard loss during the second half of a 19-7 victory over Chicago and will be sidelined at least a month with a sprained medial collateral ligament.,1,0,0.83471453,2,0.52960736,0,0.9980909,0,0.7280256,0,0.97789884,[1],0.9986106
"Lions #39; Drummond out for season Detroit, MI (Sports Network) - Detroit Lions kick returner Eddie Drummond will miss the remainder of the season after fracturing his shoulder blade during Thursday #39;s 41-9 loss to the Indianapolis Colts.",1,0,0.8430924,2,0.4486782,0,0.9987589,0,0.8303615,0,0.8902419,[1],0.9986105
"Moss Doubtful for Sunday's Game Vs. Jaguars  EDEN PRAIRIE, Minn. (Sports Network) - Minnesota Vikings  wide receiver Randy Moss is listed as doubtful for Sunday's  game against the Jacksonville Jaguars with a right hamstring  injury.",1,0,0.9787127,2,0.7220839,0,0.9987816,0,0.6430919,0,0.861086,[1],0.99861
Mendieta out for season with knee injury Middlesbrough #39;s Spanish midfielder Gaizka Mendieta has been ruled out for the rest of the season with knee ligament damage. Mendieta requires surgery on an anterior cruciate ligament ,1,0,0.7302003,2,0.4871477,0,0.99801624,0,0.7223195,0,0.90844613,[1],0.99860966
Spartans give Boise all they can handle in 2 OT #39;s. Fitz Hill looked like he had just lost his best friend when the final gun sounded. The heart-ache continues in San Jose as Fresno looms on the schedule.,1,0,0.56491715,2,0.60392153,0,0.9931537,0,0.75729,0,0.6954579,[1],0.99860954
Sore Foot Sidelines Grizzlies' Williams (AP) AP - Memphis Grizzlies point guard Jason Williams did not play against the Orlando Magic on Saturday night because of a sore right foot.,1,0,0.91073996,2,0.46398678,0,0.9993729,0,0.59691375,0,0.83250785,[1],0.9986094
"After spitting ban, injury keeps Totti off Italy #39;s team Italian fans will have to wait at least another month before they see Francesco Totti suit up for the national team. The star playmaker injured his right ankle in a preseason game for AS Roma and did not depart ",1,0,0.89614385,2,0.5820327,0,0.9993742,0,0.6625608,0,0.9648554,[1],0.9986089
BEATEN FALCONS MUST WAIT The Atlanta Falcons were denied securing the NFC South title on Sunday when they were beaten 27-0 at the Tampa Bay Buccaneers. The Falcons needed a win to clinch the division but quarterback Michael Vick had a day to forget.,1,0,0.99304587,2,0.50375164,0,0.9975459,0,0.5201375,0,0.9974564,[1],0.9986082
N.B.A. Suspends Artest for the Rest of the Season Ron Artest of the Indiana Pacers has been suspended in connection with a brawl Friday night that injured nine fans at the Palace of Auburn Hills in Michigan.,1,0,0.8789874,2,0.6285617,0,0.9981396,0,0.8283203,0,0.9677678,[1],0.99860805
"Deion Sanders Out for Ravens Baltimore Ravens cornerback Deion Sanders was inactive for Sunday #39;s game against the New York Jets with a toe injury, while Jets defensive end Shaun Ellis also was out with a strained groin.",1,0,0.62643737,2,0.54550564,0,0.99923086,0,0.61566484,0,0.9310545,[1],0.99860746
"Cubs Pay Penalty for Wrigley Repairs (AP) AP - The Chicago Cubs paid a  #36;6,725 penalty for renovating landmark Wrigley Field without the required city permits for such work.",1,0,0.98894835,2,0.49818522,0,0.99701536,0,0.52703696,0,0.9923218,[1],0.9986066
"Chiefs #39; Holmes questionable for Sunday Kansas City, MO (Sports Network) - Kansas City Chiefs running back Priest Holmes is questionable for Sunday #39;s game against Houston because of a sprained ankle.",1,0,0.6205366,2,0.42900187,0,0.9987804,0,0.5909502,0,0.9257211,[1],0.9986064
"Canes Reeling After Loss To UNC Obviously, we #39;re very disappointed, #39; #39; Miami #39;s coach said in the wake of a shocking 31-28 loss at North Carolina.",1,0,0.98164266,2,0.7419018,0,0.99920386,0,0.9195106,0,0.98152566,[1],0.998606
NFL Notebook: Wannstedt out as Miami coach Miami Dolphins coach Dave Wannstedt called it quits yesterday midway through a dismal season that began with the retirement of running back Ricky Williams and has left the team with the NFL #39;s worst record at 1-8.,1,0,0.99294657,2,0.8230664,0,0.998976,0,0.828351,0,0.9931631,[1],0.998606
"Carolina rusher to have surgery on clavicle Losers of four straight games, including Sunday #39;s home defeat to the San Diego Chargers, the Panthers found out Monday that they have lost tailback DeShaun Foster for the balance of the season.",1,0,0.9765192,2,0.48489136,0,0.99926,0,0.7045061,0,0.9215496,[1],0.9986058
"Penalty Drops Earnhardt Out of First Place (AP) AP - NASCAR star Dale Earnhardt Jr. was knocked out of first place in the Nextel Cup by a slip of the tongue. Earnhardt was docked 25 points and fined  #36;10,000 by NASCAR on Tuesday for cursing during a TV interview after his victory at Talladega Superspeedway.",1,0,0.99344605,2,0.6493076,0,0.9987255,0,0.48847052,0,0.9708384,[1],0.9986046
"Brown pulls double duty for defense ST. LOUIS -- It was bad enough that Bill Belichick had to design a defensive game plan with Asante Samuel and Randall Gay at cornerback. But four minutes into the game, the Patriots coach watched in dismay as Samuel went off with a shoulder injury that sent him to the locker room.",1,0,0.98215014,2,0.9261477,0,0.9963703,0,0.85623133,0,0.98618156,[1],0.99860436
"49ers QB Rattay questionable for Sunday San Francisco, CA (Sports Network) - San Francisco 49ers starting quarterback Tim Rattay is listed as questionable for Sunday #39;s game against the Chicago Bears with a forearm injury.",1,0,0.70140564,2,0.4051696,0,0.99917823,0,0.6323449,0,0.927875,[1],0.9986041
Randle #39;s temper may cost him the season CHAMPAIGN - Brian Randle #39;s second season with the Illinois basketball team may have suffered a knockout punch Wednesday. The athletic wing forward broke a bone and suffered a dislocation in his left hand ,1,0,0.9923408,2,0.658832,0,0.99895275,0,0.8822786,0,0.9796362,[1],0.9986039
"Ravens #39; Heap to miss 2-4 weeks with ankle injury Tight end Todd Heap will miss two to four weeks with a sprained right ankle, the latest in a series of injuries that has forced coach Brian Billick to dig deep in the Baltimore Ravens #39; depth chart.",1,0,0.81869495,2,0.5673227,0,0.9968894,0,0.7352795,0,0.9428499,[1],0.99860245
Loss has Mercury scrambling to hold final playoff berth The Mercury wasted a 13-point lead and dipped to .500 at 16-16 with a 73-58 loss to the Seattle Storm at KeyArena Wednesday night.,1,0,0.99836594,2,0.5618268,0,0.9992223,0,0.6851256,0,0.9953413,[1],0.99860233
UPDATE 1-Fulham striker Cole gets extra three-match ban Fulham striker Andy Cole has been handed a further three-match ban for abusive language and violent conduct during last month #39;s stormy Premier League match at West Bromwich Albion.,1,0,0.9882256,2,0.7830177,0,0.9983171,0,0.8139002,0,0.9955486,[1],0.998602
Jaguars quarterback out indefinitely Jaguars quarterback Byron Leftwich is out indefinitely after spraining his lateral collateral ligament in his left knee in Sunday #39;s 20-6 loss to Houston.,1,0,0.61526066,2,0.42824268,0,0.99830735,0,0.74199206,0,0.88229775,[1],0.9986016
 #39;Turn other cheek #39; doesn #39;t work either Minor league hockey player Dan Sullivan was suspended for 18 fewer games for mooning fans than Indiana Pacer Stephen Jackson was (30) for trying to punch their lights out.,1,0,0.89989287,2,0.50740963,0,0.99942386,0,0.8343668,0,0.998123,[1],0.998601
Wenger fed up with fall-out Arsenal manager Arsene Wenger says he is tired of talking about his team #39;s fiery loss to Manchester United as his Red Devils counterpart Sir Alex Ferguson won #39;t let the subject go.,1,0,0.97621423,2,0.7688302,0,0.99912566,0,0.7086659,0,0.97524786,[1],0.9986009
"Browns lose LB Ben Taylor for season Berea, OH (Sports Network) - Cleveland Browns linebacker Ben Taylor will miss the remainder of the season because of a torn tendon in his chest.",1,0,0.93428475,2,0.5484095,0,0.9983639,0,0.805006,0,0.81602156,[1],0.9985998
Vassell out with broken ankle Aston Villa striker Darius Vassell faces a long layoff after breaking his ankle in Saturday #39;s game against Fulham. The 24-year-old England striker was injured midway through the ,1,0,0.9592665,2,0.63651603,0,0.9986615,0,0.7751125,0,0.89821196,[1],0.998599
"Tampa Bay Buccaneers TAMPA, Florida (Ticker) -- Coach Jon Gruden benched Brad Johnson in favor of Chris Simms , but the Tampa Bay Buccaneers still couldn #39;t reach the end zone.",1,0,0.89062774,2,0.4300079,0,0.9985948,0,0.5769221,0,0.9949839,[1],0.9985985
"Vikings WR Moss to Miss Monday's Game  EDEN PRARIE, Minnesota (Sports Network) - Minnesota Vikings  wide receiver Randy Moss will not play for the first time in  his NFL career on Monday night with a slight tear in his right  hamstring.",1,0,0.9533497,2,0.45454076,0,0.9981206,0,0.64599687,0,0.8448824,[1],0.99859816
Titans' McNair Injured in Loss to Jaguars (AP) AP - Tennessee quarterback Steve McNair bruised his sternum on a 2-point conversion late in the fourth quarter of Tennessee's 15-12 loss to Jacksonville.,1,0,0.9877709,2,0.68257815,0,0.9992206,0,0.760156,0,0.97580874,[1],0.99859685
"Glitch Still Irks Gibbs At his weekly press conference Monday, Joe Gibbs was still upset about a technical glitch that left him unable to talk to his quarterback or hear from his assistant coaches in the third quarter of Sunday's loss.",1,0,0.98325634,2,0.8306482,0,0.99948657,0,0.8396186,0,0.97908837,[1],0.9985966
"Atalanta fires coach Bergamo, Italy (Sports Network) - Serie A cellar dwellers Atalanta fired its coach Andrea Mandorlini after he failed to produce a victory in any of the club #39;s first 14 league matches this season.",1,0,0.99393165,2,0.49251476,0,0.9987379,0,0.71019727,0,0.99503267,[1],0.9985965
"Trip to New Orleans Tough for North Texas (AP) AP - Getting to the New Orleans Bowl was more difficult than ever for North Texas. The Mean Green open the bowl season against Southern Mississippi on Tuesday night in the Superdome, the culmination of a season that was a struggle on and off the field for the Sun Belt Conference champs.",1,0,0.9944484,2,0.6218896,0,0.9962406,0,0.6312679,0,0.97996855,[1],0.9985964
"Bears lose Urlacher for 4-6 weeks SPORTS NETWORK - Chicago Bears Pro Bowl linebacker Brian Urlacher is sidelined 4-6 weeks because of a lower left leg injury. Urlacher, 26, hurt the leg during Sunday #39;s 19-17 overtime win at Tennessee and underwent ",1,0,0.67226535,2,0.4603361,0,0.9983096,0,0.73376894,0,0.6925069,[1],0.99859625
Artest suspended for rest of season The NBA has suspended Indiana Pacers forward Ron Artest for the remainder of the season for his part in a brawl during the final minute of Friday #39;s win at Detroit.,1,0,0.7574089,2,0.47699603,0,0.9984444,0,0.6872642,0,0.9782567,[1],0.99859625
"Fergie: I #39;ve been getting it all wrong Sir Alex Ferguson has admitted he must take his share of the blame for Manchester United #39;s stuttering start to the season, saying  #39;maybe at the moment I #39;m making too many changes to the team.",1,0,0.99392974,2,0.75692487,0,0.9989359,0,0.70973355,0,0.9782825,[1],0.99859613
"Panthers RB Davis to undergo knee surgery CHARLOTTE, North Carolina (Ticker) -- Already without speed receiver Steve Smith for at least two months, the Carolina Panthers now must go without three-time Pro Bowl running back Stephen Davis for at least the next few weeks.",1,0,0.8360143,2,0.4124275,0,0.99783546,0,0.62642473,0,0.8377848,[1],0.99859554
"What it means Two weeks before the season opener against Brigham Young, sophomore Tom Zbikowski left Notre Dame for a couple of days, reportedly unhappy with his status as the No.",1,0,0.9890132,2,0.65897006,0,0.9946878,0,0.6626328,0,0.9784772,[1],0.99859506
UPDATE 2-Inter and Milan fail to take advantaqe Title hopefuls AC Milan and Inter Milan were held to draws in Serie A on Sunday failing to take full advantage of leaders Juventus #39; first defeat of the season.,1,0,0.99405575,2,0.4513355,0,0.9994547,0,0.65411985,0,0.9974934,[1],0.9985948
"Giants Struggle Yet Again to Protect Warner Kurt Warner #39;s first preseason as the Giants #39; quarterback ended ominously as he was sacked twice more Thursday night, when the team faced the Baltimore Ravens ",1,0,0.98998183,2,0.47402605,0,0.999433,0,0.7593477,0,0.99848014,[1],0.9985947
Bucs #39; RB Garner out for rest of year The Tampa Bay Buccaneers confirmed Monday that running back Charlie Garner will miss the rest of the season with a torn patellar tendon in his right knee.,1,0,0.8299594,2,0.4810349,0,0.9978956,0,0.7690616,0,0.9441847,[1],0.9985947
"Redskins' Arrington Re-Injures Knee in Practice  ASHBURN, Va., (Sports Network) - Washington Redskins  linebacker LaVar Arrington suffered a setback Monday in his  return from knee surgery, as the All-Pro strained his right  knee during a practice session.",1,0,0.99584925,2,0.54094,0,0.99880314,0,0.64943695,0,0.87408566,[1],0.9985942
Browns lose LB Andra Davis for season Cleveland Browns linebacker Andra Davis will miss the remainder of the season after tearing a ligament in his left knee during Sunday #39;s loss against the Cincinnati Bengals.,1,0,0.9013215,2,0.524726,0,0.9983242,0,0.8706143,0,0.8660641,[1],0.99859387
"Steelers Defense Takes a Hit; Two Placed on IR  PITTSBURGH (Sports Network) - The Pittsburgh Steelers  defense suffered a major blow on Wednesday when the team placed  Pro Bowl nose tackle Casey Hampton and safety Mike Logan on the  reserved/injured list, effectively ending the season for both  players.",1,0,0.99539065,2,0.59762734,0,0.9984091,0,0.800121,0,0.85292554,[1],0.9985936
"PSG continues to struggle against St. Etienne Paris, France (Sports Network) - Paris Saint Germain suffered an embarrassing home draw to St. Etienne Sunday, 2-2. PSG is winless in four games so far this season, and has only earned draws against two promoted squads.",1,0,0.9983015,2,0.5782525,0,0.9994661,0,0.8290575,0,0.9996069,[1],0.9985934
"Danish keeper Sorensen ruled out of Turkey match Aston Villa goalkeeper Thomas Sorensen has pulled out of Denmark #39;s squad for Wednesday #39;s World Cup qualifier against Turkey because of a back injury, the Danish football association (DBU) said on Monday.",1,0,0.95250696,2,0.4614313,0,0.9986796,0,0.56536025,0,0.8606747,[1],0.99859303
"Can #39;t pull off double DALLAS -- Jamal Crawford went for the instant replay, but he wasn #39;t able to pull it off. It came down to another shot at the buzzer last night, but he wasn #39;t able to deliver and the Knicks closed out a difficult ",1,0,0.835508,2,0.48374838,0,0.9988543,0,0.66384864,0,0.9940373,[1],0.9985929
"Sluggish Seahawks buried by Broncos If last night #39;s Seahawks-Broncos exhibition game was a Super Bowl preview, as some have predicted, the Seahawks are in trouble.",1,0,0.9976145,2,0.5499622,0,0.99944514,0,0.75389373,0,0.9996013,[1],0.99859184
"Syracuse #39;s flaws show in loss to Oklahoma St. With one NCAA championship and three trips to the Final Four on his rsum, Syracuse coach Jim Boeheim didn #39;t need last night #39;s matchup against Oklahoma State to know that his team ",1,0,0.95151967,2,0.5065886,0,0.99936825,0,0.66816336,0,0.997431,[1],0.9985916
Dark arenas greet season The NHL lockout has robbed Tampa Bay Lightning fans of the chance to see their first Stanley Cup banner unveiled at the St. Petes Times Forum tonight in what should have been their team #39;s season opener.,1,0,0.99614465,2,0.51417863,0,0.9986603,0,0.7652651,0,0.98393536,[1],0.9985911
Blazers #39; Woods in trouble again The NBA on Friday suspended the Portland Trail Blazers #39; forward for five games for violating the league #39;s drug program. Woods will serve the penalty beginning with the first game he is eligible for in the regular season.,1,0,0.8736054,2,0.59925526,0,0.99828655,0,0.6878826,0,0.96930075,[1],0.99859077
"Wannstedt Steps Down as Dolphins Coach  DAVIE, Fla. (Sports Network) - Dave Wannstedt resigned  Tuesday as head coach of the Miami Dolphins after the team sunk  to an NFL-worst 1-8 record. Defensive coordinator Jim Bates  will take over as interim coach for the remainder of the  season.",1,0,0.9934743,2,0.63730127,0,0.998406,0,0.48906538,0,0.97507566,[1],0.99859005
"Utah Jazz: Russia trip cancelled Citing safety concerns, NBA commissioner David Stern announced Friday that the Jazz #39;s scheduled preseason game against CSKA Moscow on Oct. 8 in the Russian capital has been cancelled.",1,0,0.99086034,2,0.60518324,0,0.9988589,0,0.5071884,0,0.9532964,[1],0.99858993
"Bills Place Euhus on Injured Reserve (AP) AP - The Buffalo Bills placed rookie Tim Euhus on injured reserve with a right knee injury Tuesday, the second tight end the team has lost this season.",1,0,0.53072953,2,0.4952928,0,0.9988193,0,0.6503773,0,0.93335515,[1],0.9985898
"Titans' McNair Bruises Sternum in Loss to Jags  NASHVILLE, Tenn. (Sports Network) - Tennessee Titans  quarterback Steve McNair suffered a bruised sternum late in the  fourth quarter of Sunday's game against Jacksonville.",1,0,0.9869845,2,0.56034523,0,0.9982476,0,0.61388004,0,0.9688956,[1],0.99858934
"Chiefs lose without their Priest on Sunday New Orleans, LA (Sports Network) - Kansas City Chiefs running back Priest Holmes missed Sunday #39;s 27-20 loss to New Orleans with a knee injury.",1,0,0.9654098,2,0.53719234,0,0.99898523,0,0.7680584,0,0.9792879,[1],0.998589
"Former MVP Caminiti Dies of Heart Attack at 41 Former National League Most Valuable Player Ken Caminiti, who in 2002 admitted he used steroids, died of a heart attack in New York on Sunday, Major League Baseball reported on its Web Site.",1,0,0.6194929,2,0.49120468,0,0.9970312,0,0.59824336,0,0.95981586,[1],0.9985885
Rangers Reliever Suspended for Fan Fight (AP) AP - Texas Rangers pitcher Frank Francisco was suspended for the rest of the season and two teammates and a coach were suspended Friday after he threw a chair that hit a woman and broke her nose during a game against the Oakland Athletics earlier this week.,1,0,0.7645099,2,0.6146187,0,0.99810934,0,0.83842254,0,0.98620933,[1],0.99858713
"Mississippi Fires Football Coach Cutcliffe OXFORD, Miss. Dec 1, 2004 - Mississippi coach David Cutcliffe was fired Wednesday after the team #39;s worst season in 10 years, a source close to the program told The Associated Press.",1,0,0.99749786,2,0.7919591,0,0.99783224,0,0.71150815,0,0.9958901,[1],0.9985857
"Georgia Tech Yellow Jackets ATHENS, Georgia (Ticker) -- Georgia Tech quarterback Reggie Ball lost count of the downs at a most inopportune time. Ball inexplicably threw the ball away on fourth down in the final minute as Georgia held on for a 19-13 victory over the Yellow Jackets.",1,0,0.993258,2,0.49932405,0,0.99708635,0,0.49419114,0,0.9842414,[1],0.99858546
McNair Deactivated for Tennessee Titans (AP) AP - Tennessee quarterback Steve McNair missed a second straight start Monday night and his fifth this season because of his bruised sternum.,1,0,0.9854885,2,0.6092689,0,0.9994698,0,0.7974372,0,0.9736612,[1],0.99858546
Jacksonville #39;s Spicer breaks leg against Denver Jaguars defensive end Paul Spicer broke his right leg against the Denver Broncos on Sunday and could be out for the season. Spicer had to be carted off the field late in the third quarter after he cut inside ,1,0,0.7890171,2,0.48894465,0,0.9992561,0,0.70068526,0,0.9594213,[1],0.99858487
"Eagles Lose OL Andrews  PHILADELPHIA (Sports Network) - Offensive lineman Shawn  Andrews, Philadelphia's No. 1 draft pick this year, suffered a  fractured right leg in Sunday's game against the New York  Giants. Head coach Andy Reid said after the Eagles' 31-17  victory that Andrews will miss the rest of the season.",1,0,0.9813085,2,0.6405177,0,0.9964958,0,0.7530118,0,0.9275268,[1],0.9985846
Gill breaks foot in US loss Defenseman Hal Gill is the latest veteran to drop off the Bruins roster after breaking his left foot during the US team's 3-1 World Cup of Hockey exhibition loss to Canada in Ottawa Wednesday night.,1,0,0.9789819,2,0.416942,0,0.99932027,0,0.7651085,0,0.9739647,[1],0.99858356
"Sun King is out with a begging bowl now London, September 5: Heaping ridicule on the Indian team, thrashed by a resurgent home side in the first two Natwest Challenge matches, former England captain Mike Atherton has said Sun King Sourav Ganguly has now been reduced to pauper status.",1,0,0.99365634,2,0.6567261,0,0.9990277,0,0.64967537,0,0.9892452,[1],0.99858284
"Cavs assistant coach dies at 41 Cleveland, OH (Sports Network) - Cleveland Cavaliers assistant coach Mark Osowski passed away Sunday due to complications from pancreatitis, the team announced Monday afternoon.",1,0,0.8369533,2,0.39165434,0,0.9957071,0,0.7684434,0,0.76219434,[1],0.99858236
"McNair, Brown Questionable Injuries again kept Tennessee Titans quarterback Steve McNair and running back Chris Brown out of practice Friday, casting doubt on their availability Sunday against the Cincinnati Bengals.",1,0,0.9927412,2,0.5639718,0,0.99945873,0,0.6268808,0,0.94695914,[1],0.9985821
McDOWELL #39;S CUP CLAIMS FADE There appeared to be another faller in the Ryder Cup chase today when Ulsterman Graeme McDowell failed to make the dramatic move he needed in the third round of the BMW International Open in Munich.,1,0,0.9976388,2,0.45143974,0,0.99939513,0,0.56093544,0,0.98748624,[1],0.9985819
Sportsview: USC Shows Its Flaws in Opener (AP) AP - The inexperienced receivers had a tough time getting open. The retooled offensive line had some trouble protecting the star quarterback. And the No. 1 team was trailing the 17 1/2-point underdog with 17 minutes left in the season opener. Southern California doesn't look unbeatable  #151; yet.,1,0,0.99487597,2,0.4995438,0,0.9985703,0,0.7644868,0,0.9919316,[1],0.99858177
"BC's goal: Get back on track For all the mistakes and squandered scoring chances by Boston College in Saturday's 17-14 loss at Wake Forest, coach Tom O'Brien was not prepared yesterday to say his Eagles beat themselves in their nonconference game against their future Atlantic Coast Conference rival.",1,0,0.97941417,2,0.5460158,0,0.99858403,0,0.6716117,0,0.9609109,[1],0.9985813
"Pacers' Bender Sits With Sore Knee (AP) AP - Throughout his NBA career, Jonathan Bender has been slowed by injuries. As his Indiana Pacers teammates finished practice Friday, there he was again, just sitting and watching.",1,0,0.90961367,2,0.42680633,0,0.99946314,0,0.6022534,0,0.9540383,[1],0.9985812
"Packers #39; Quarterback Favre Has Sore Hand GREEN BAY, Wis. - Brett Favre sprained his right hand in leading Green Bay to its 41-20 victory over Dallas and the hand progressively got worse Sunday.",1,0,0.9963236,2,0.6631554,0,0.99846554,0,0.8551728,0,0.97963995,[1],0.9985801
"Troy trounces tigers DeWhitt Betterson lost his shoe, then the football and in a matter of seconds the 19th-ranked Missouri Tigers had lost control of tonights nationally televised game to Troy.",1,0,0.9927026,2,0.5411576,0,0.99914086,0,0.5198863,0,0.67145264,[1],0.99857974
"USA #39;s Hull fumes over benching Former Red Wing Brett Hull won #39;t be in the lineup again tonight, when the United States faces Russia in the quarterfinals of the World Cup of Hockey, and he #39;s not happy about it.",1,0,0.96585953,2,0.89604276,0,0.99938273,0,0.8225056,0,0.9955641,[1],0.9985796
Small Steelers DBs Concerned With Owens (AP) AP - Pittsburgh Steelers cornerback Deshea Townsend knows how lonely it can feel when lined up in man-to-man coverage across from a receiver such as the Eagles' Terrell Owens.,1,0,0.98823255,2,0.5094475,0,0.9929671,0,0.528045,0,0.9190277,[1],0.99857926
"Raiders, Cowboys Look to Improve Games (AP) AP - Mistakes defined Oakland's dismal 2003 season opener, and they showed up again in the team's exhibition opener: costly penalties and boneheaded decisions abounded.",1,0,0.997815,2,0.6181106,0,0.9993405,0,0.88374794,0,0.9902056,[1],0.9985789
"NHL Cancels All-Star Weekend The NHL lockout forced the cancellation of this season #39;s All-Star game, scheduled to be held in Atlanta in February. No regular-season games have been played since the season was scheduled to begin on Oct.",1,0,0.9899889,2,0.50437766,0,0.99911934,0,0.61785007,0,0.9614231,[1],0.9985789
"Form, fitness and missing Savage bite make it tough for Wales CARDIFF: Form, fitness and Robbie Savage #39;s short fuse have all conspired against Wales in the build-up to their World Cup qualifier against England at Old Trafford on Saturday.",1,0,0.9966298,2,0.78955686,0,0.9992918,0,0.6669655,0,0.99073666,[1],0.99857867
"Retired Ricky to stay that way Ricky Williams has stuck it to the Dolphins one more time. By deciding once again he wants no part of playing football, he ruins any chance Miami had of trading him in the offseason for a No.",1,0,0.9931994,2,0.57576144,0,0.99944514,0,0.84751564,0,0.99731964,[1],0.9985781
"Ohio St. RB suspended for Indiana game COLUMBUS, Ohio - Mired in a three-game losing streak, Ohio State will be without senior running back Lydell Ross for Saturdays game against Indiana.",1,0,0.92383355,2,0.5717948,0,0.9993766,0,0.738836,0,0.94931597,[1],0.9985775
